configName      Platooning
iniFile         omnetpp.ini
processID       4118
runID           Platooning-0-20191111-23:04:56-4118
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-11-11 23:04:56.163
endDateTime     2019-11-11 23:05:32.163
duration        0 hour, 0 minute, 36 second


index          timestamp      vehId          pltMode        pltId          pltDepth       pltSize        pltOptSize     pltMaxSize     
19             0.90           veh.1          3              veh            1              -              -              -              
19             0.90           veh.2          3              veh            2              -              -              -              

20             0.90           veh1           3              veh1           0              3              4              10             
20             0.90           veh1.1         3              veh1           1              -              -              -              
20             0.90           veh1.2         3              veh1           2              -              -              -              

21             1.00           veh            3              veh            0              3              4              10             
21             1.00           veh.1          3              veh            1              -              -              -              
21             1.00           veh.2          3              veh            2              -              -              -              

22             1.00           veh1           3              veh1           0              3              4              10             
22             1.00           veh1.1         3              veh1           1              -              -              -              
22             1.00           veh1.2         3              veh1           2              -              -              -              

23             1.10           veh            3              veh            0              3              4              10             
23             1.10           veh.1          3              veh            1              -              -              -              
23             1.10           veh.2          3              veh            2              -              -              -              

24             1.10           veh1           3              veh1           0              3              4              10             
24             1.10           veh1.1         3              veh1           1              -              -              -              
24             1.10           veh1.2         3              veh1           2              -              -              -              

25             1.20           veh            3              veh            0              3              4              10             
25             1.20           veh.1          3              veh            1              -              -              -              
25             1.20           veh.2          3              veh            2              -              -              -              

26             1.20           veh1           3              veh1           0              3              4              10             
26             1.20           veh1.1         3              veh1           1              -              -              -              
26             1.20           veh1.2         3              veh1           2              -              -              -              

27             1.30           veh            3              veh            0              3              4              10             
27             1.30           veh.1          3              veh            1              -              -              -              
27             1.30           veh.2          3              veh            2              -              -              -              

28             1.30           veh1           3              veh1           0              3              4              10             
28             1.30           veh1.1         3              veh1           1              -              -              -              
28             1.30           veh1.2         3              veh1           2              -              -              -              

29             1.40           veh            3              veh            0              3              4              10             
29             1.40           veh.1          3              veh            1              -              -              -              
29             1.40           veh.2          3              veh            2              -              -              -              

30             1.40           veh1           3              veh1           0              3              4              10             
30             1.40           veh1.1         3              veh1           1              -              -              -              
30             1.40           veh1.2         3              veh1           2              -              -              -              

31             1.50           veh            3              veh            0              3              4              10             
31             1.50           veh.1          3              veh            1              -              -              -              
31             1.50           veh.2          3              veh            2              -              -              -              

32             1.50           veh1           3              veh1           0              3              4              10             
32             1.50           veh1.1         3              veh1           1              -              -              -              
32             1.50           veh1.2         3              veh1           2              -              -              -              

33             1.60           veh            3              veh            0              3              4              10             
33             1.60           veh.1          3              veh            1              -              -              -              
33             1.60           veh.2          3              veh            2              -              -              -              

34             1.60           veh1           3              veh1           0              3              4              10             
34             1.60           veh1.1         3              veh1           1              -              -              -              
34             1.60           veh1.2         3              veh1           2              -              -              -              

35             1.70           veh            3              veh            0              3              4              10             
35             1.70           veh.1          3              veh            1              -              -              -              
35             1.70           veh.2          3              veh            2              -              -              -              

36             1.70           veh1           3              veh1           0              3              4              10             
36             1.70           veh1.1         3              veh1           1              -              -              -              
36             1.70           veh1.2         3              veh1           2              -              -              -              

37             1.80           veh            3              veh            0              3              4              10             
37             1.80           veh.1          3              veh            1              -              -              -              
37             1.80           veh.2          3              veh            2              -              -              -              

38             1.80           veh1           3              veh1           0              3              4              10             
38             1.80           veh1.1         3              veh1           1              -              -              -              
38             1.80           veh1.2         3              veh1           2              -              -              -              

39             1.90           veh            3              veh            0              3              4              10             
39             1.90           veh.1          3              veh            1              -              -              -              
39             1.90           veh.2          3              veh            2              -              -              -              

40             1.90           veh1           3              veh1           0              3              4              10             
40             1.90           veh1.1         3              veh1           1              -              -              -              
40             1.90           veh1.2         3              veh1           2              -              -              -              

41             2.00           veh            3              veh            0              3              4              10             
41             2.00           veh.1          3              veh            1              -              -              -              
41             2.00           veh.2          3              veh            2              -              -              -              

42             2.00           veh1           3              veh1           0              3              4              10             
42             2.00           veh1.1         3              veh1           1              -              -              -              
42             2.00           veh1.2         3              veh1           2              -              -              -              

43             2.10           veh            3              veh            0              3              4              10             
43             2.10           veh.1          3              veh            1              -              -              -              
43             2.10           veh.2          3              veh            2              -              -              -              

44             2.10           veh1           3              veh1           0              3              4              10             
44             2.10           veh1.1         3              veh1           1              -              -              -              
44             2.10           veh1.2         3              veh1           2              -              -              -              

45             2.20           veh            3              veh            0              3              4              10             
45             2.20           veh.1          3              veh            1              -              -              -              
45             2.20           veh.2          3              veh            2              -              -              -              

46             2.20           veh1           3              veh1           0              3              4              10             
46             2.20           veh1.1         3              veh1           1              -              -              -              
46             2.20           veh1.2         3              veh1           2              -              -              -              

47             2.30           veh            3              veh            0              3              4              10             
47             2.30           veh.1          3              veh            1              -              -              -              
47             2.30           veh.2          3              veh            2              -              -              -              

48             2.30           veh1           3              veh1           0              3              4              10             
48             2.30           veh1.1         3              veh1           1              -              -              -              
48             2.30           veh1.2         3              veh1           2              -              -              -              

49             2.40           veh            3              veh            0              3              4              10             
49             2.40           veh.1          3              veh            1              -              -              -              
49             2.40           veh.2          3              veh            2              -              -              -              

50             2.40           veh1           3              veh1           0              3              4              10             
50             2.40           veh1.1         3              veh1           1              -              -              -              
50             2.40           veh1.2         3              veh1           2              -              -              -              

51             2.50           veh            3              veh            0              3              4              10             
51             2.50           veh.1          3              veh            1              -              -              -              
51             2.50           veh.2          3              veh            2              -              -              -              

52             2.50           veh1           3              veh1           0              3              4              10             
52             2.50           veh1.1         3              veh1           1              -              -              -              
52             2.50           veh1.2         3              veh1           2              -              -              -              

53             2.60           veh            3              veh            0              3              4              10             
53             2.60           veh.1          3              veh            1              -              -              -              
53             2.60           veh.2          3              veh            2              -              -              -              

54             2.60           veh1           3              veh1           0              3              4              10             
54             2.60           veh1.1         3              veh1           1              -              -              -              
54             2.60           veh1.2         3              veh1           2              -              -              -              

55             2.70           veh            3              veh            0              3              4              10             
55             2.70           veh.1          3              veh            1              -              -              -              
55             2.70           veh.2          3              veh            2              -              -              -              

56             2.70           veh1           3              veh1           0              3              4              10             
56             2.70           veh1.1         3              veh1           1              -              -              -              
56             2.70           veh1.2         3              veh1           2              -              -              -              

57             2.80           veh            3              veh            0              3              4              10             
57             2.80           veh.1          3              veh            1              -              -              -              
57             2.80           veh.2          3              veh            2              -              -              -              

58             2.80           veh1           3              veh1           0              3              4              10             
58             2.80           veh1.1         3              veh1           1              -              -              -              
58             2.80           veh1.2         3              veh1           2              -              -              -              

59             2.90           veh            3              veh            0              3              4              10             
59             2.90           veh.1          3              veh            1              -              -              -              
59             2.90           veh.2          3              veh            2              -              -              -              

60             2.90           veh1           3              veh1           0              3              4              10             
60             2.90           veh1.1         3              veh1           1              -              -              -              
60             2.90           veh1.2         3              veh1           2              -              -              -              

61             3.00           veh            3              veh            0              3              4              10             
61             3.00           veh.1          3              veh            1              -              -              -              
61             3.00           veh.2          3              veh            2              -              -              -              

62             3.00           veh1           3              veh1           0              3              4              10             
62             3.00           veh1.1         3              veh1           1              -              -              -              
62             3.00           veh1.2         3              veh1           2              -              -              -              

63             3.10           veh            3              veh            0              3              4              10             
63             3.10           veh.1          3              veh            1              -              -              -              
63             3.10           veh.2          3              veh            2              -              -              -              

64             3.10           veh1           3              veh1           0              3              4              10             
64             3.10           veh1.1         3              veh1           1              -              -              -              
64             3.10           veh1.2         3              veh1           2              -              -              -              

65             3.20           veh            3              veh            0              3              4              10             
65             3.20           veh.1          3              veh            1              -              -              -              
65             3.20           veh.2          3              veh            2              -              -              -              

66             3.20           veh1           3              veh1           0              3              4              10             
66             3.20           veh1.1         3              veh1           1              -              -              -              
66             3.20           veh1.2         3              veh1           2              -              -              -              

67             3.30           veh            3              veh            0              3              4              10             
67             3.30           veh.1          3              veh            1              -              -              -              
67             3.30           veh.2          3              veh            2              -              -              -              

68             3.30           veh1           3              veh1           0              3              4              10             
68             3.30           veh1.1         3              veh1           1              -              -              -              
68             3.30           veh1.2         3              veh1           2              -              -              -              

69             3.40           veh            3              veh            0              3              4              10             
69             3.40           veh.1          3              veh            1              -              -              -              
69             3.40           veh.2          3              veh            2              -              -              -              

70             3.40           veh1           3              veh1           0              3              4              10             
70             3.40           veh1.1         3              veh1           1              -              -              -              
70             3.40           veh1.2         3              veh1           2              -              -              -              

71             3.50           veh            3              veh            0              3              4              10             
71             3.50           veh.1          3              veh            1              -              -              -              
71             3.50           veh.2          3              veh            2              -              -              -              

72             3.50           veh1           3              veh1           0              3              4              10             
72             3.50           veh1.1         3              veh1           1              -              -              -              
72             3.50           veh1.2         3              veh1           2              -              -              -              

73             3.60           veh            3              veh            0              3              4              10             
73             3.60           veh.1          3              veh            1              -              -              -              
73             3.60           veh.2          3              veh            2              -              -              -              

74             3.60           veh1           3              veh1           0              3              4              10             
74             3.60           veh1.1         3              veh1           1              -              -              -              
74             3.60           veh1.2         3              veh1           2              -              -              -              

75             3.70           veh            3              veh            0              3              4              10             
75             3.70           veh.1          3              veh            1              -              -              -              
75             3.70           veh.2          3              veh            2              -              -              -              

76             3.70           veh1           3              veh1           0              3              4              10             
76             3.70           veh1.1         3              veh1           1              -              -              -              
76             3.70           veh1.2         3              veh1           2              -              -              -              

77             3.80           veh            3              veh            0              3              4              10             
77             3.80           veh.1          3              veh            1              -              -              -              
77             3.80           veh.2          3              veh            2              -              -              -              

78             3.80           veh1           3              veh1           0              3              4              10             
78             3.80           veh1.1         3              veh1           1              -              -              -              
78             3.80           veh1.2         3              veh1           2              -              -              -              

79             3.90           veh            3              veh            0              3              4              10             
79             3.90           veh.1          3              veh            1              -              -              -              
79             3.90           veh.2          3              veh            2              -              -              -              

80             3.90           veh1           3              veh1           0              3              4              10             
80             3.90           veh1.1         3              veh1           1              -              -              -              
80             3.90           veh1.2         3              veh1           2              -              -              -              

81             4.00           veh            3              veh            0              3              4              10             
81             4.00           veh.1          3              veh            1              -              -              -              
81             4.00           veh.2          3              veh            2              -              -              -              

82             4.00           veh1           3              veh1           0              3              4              10             
82             4.00           veh1.1         3              veh1           1              -              -              -              
82             4.00           veh1.2         3              veh1           2              -              -              -              

83             4.10           veh            3              veh            0              3              4              10             
83             4.10           veh.1          3              veh            1              -              -              -              
83             4.10           veh.2          3              veh            2              -              -              -              

84             4.10           veh1           3              veh1           0              3              4              10             
84             4.10           veh1.1         3              veh1           1              -              -              -              
84             4.10           veh1.2         3              veh1           2              -              -              -              

85             4.20           veh            3              veh            0              3              4              10             
85             4.20           veh.1          3              veh            1              -              -              -              
85             4.20           veh.2          3              veh            2              -              -              -              

86             4.20           veh1           3              veh1           0              3              4              10             
86             4.20           veh1.1         3              veh1           1              -              -              -              
86             4.20           veh1.2         3              veh1           2              -              -              -              

87             4.30           veh            3              veh            0              3              4              10             
87             4.30           veh.1          3              veh            1              -              -              -              
87             4.30           veh.2          3              veh            2              -              -              -              

88             4.30           veh1           3              veh1           0              3              4              10             
88             4.30           veh1.1         3              veh1           1              -              -              -              
88             4.30           veh1.2         3              veh1           2              -              -              -              

89             4.40           veh            3              veh            0              3              4              10             
89             4.40           veh.1          3              veh            1              -              -              -              
89             4.40           veh.2          3              veh            2              -              -              -              

90             4.40           veh1           3              veh1           0              3              4              10             
90             4.40           veh1.1         3              veh1           1              -              -              -              
90             4.40           veh1.2         3              veh1           2              -              -              -              

91             4.50           veh            3              veh            0              3              4              10             
91             4.50           veh.1          3              veh            1              -              -              -              
91             4.50           veh.2          3              veh            2              -              -              -              

92             4.50           veh1           3              veh1           0              3              4              10             
92             4.50           veh1.1         3              veh1           1              -              -              -              
92             4.50           veh1.2         3              veh1           2              -              -              -              

93             4.60           veh            3              veh            0              3              4              10             
93             4.60           veh.1          3              veh            1              -              -              -              
93             4.60           veh.2          3              veh            2              -              -              -              

94             4.60           veh1           3              veh1           0              3              4              10             
94             4.60           veh1.1         3              veh1           1              -              -              -              
94             4.60           veh1.2         3              veh1           2              -              -              -              

95             4.70           veh            3              veh            0              3              4              10             
95             4.70           veh.1          3              veh            1              -              -              -              
95             4.70           veh.2          3              veh            2              -              -              -              

96             4.70           veh1           3              veh1           0              3              4              10             
96             4.70           veh1.1         3              veh1           1              -              -              -              
96             4.70           veh1.2         3              veh1           2              -              -              -              

97             4.80           veh            3              veh            0              3              4              10             
97             4.80           veh.1          3              veh            1              -              -              -              
97             4.80           veh.2          3              veh            2              -              -              -              

98             4.80           veh1           3              veh1           0              3              4              10             
98             4.80           veh1.1         3              veh1           1              -              -              -              
98             4.80           veh1.2         3              veh1           2              -              -              -              

99             4.90           veh            3              veh            0              3              4              10             
99             4.90           veh.1          3              veh            1              -              -              -              
99             4.90           veh.2          3              veh            2              -              -              -              

100            4.90           veh1           3              veh1           0              3              4              10             
100            4.90           veh1.1         3              veh1           1              -              -              -              
100            4.90           veh1.2         3              veh1           2              -              -              -              

101            5.00           veh            3              veh            0              3              4              10             
101            5.00           veh.1          3              veh            1              -              -              -              
101            5.00           veh.2          3              veh            2              -              -              -              

102            5.00           veh1           3              veh1           0              3              4              10             
102            5.00           veh1.1         3              veh1           1              -              -              -              
102            5.00           veh1.2         3              veh1           2              -              -              -              

103            5.10           veh            3              veh            0              3              4              10             
103            5.10           veh.1          3              veh            1              -              -              -              
103            5.10           veh.2          3              veh            2              -              -              -              

104            5.10           veh1           3              veh1           0              3              4              10             
104            5.10           veh1.1         3              veh1           1              -              -              -              
104            5.10           veh1.2         3              veh1           2              -              -              -              

105            5.20           veh            3              veh            0              3              4              10             
105            5.20           veh.1          3              veh            1              -              -              -              
105            5.20           veh.2          3              veh            2              -              -              -              

106            5.20           veh1           3              veh1           0              3              4              10             
106            5.20           veh1.1         3              veh1           1              -              -              -              
106            5.20           veh1.2         3              veh1           2              -              -              -              

107            5.30           veh            3              veh            0              3              4              10             
107            5.30           veh.1          3              veh            1              -              -              -              
107            5.30           veh.2          3              veh            2              -              -              -              

108            5.30           veh1           3              veh1           0              3              4              10             
108            5.30           veh1.1         3              veh1           1              -              -              -              
108            5.30           veh1.2         3              veh1           2              -              -              -              

109            5.40           veh            3              veh            0              3              4              10             
109            5.40           veh.1          3              veh            1              -              -              -              
109            5.40           veh.2          3              veh            2              -              -              -              

110            5.40           veh1           3              veh1           0              3              4              10             
110            5.40           veh1.1         3              veh1           1              -              -              -              
110            5.40           veh1.2         3              veh1           2              -              -              -              
